"state1","state2","distance"
"Minnesota","Indiana",598.683287499663
"Mississippi","Indiana",528.350873853394
"Missouri","Indiana",348.319118289039
"Montana","Indiana",1267.62329413378
"Nebraska","Indiana",717.734810910018
"Nevada","Indiana",1612.11235972364
"New Hampshire","Indiana",801.695959881371
"New Jersey","Indiana",615.497134582267
"New Mexico","Indiana",1155.24634167228
"New York","Indiana",596.660915664367
"North Carolina","Indiana",481.549145709305
"North Dakota","Indiana",879.413841708232
"Ohio","Indiana",186.784150445209
"Oklahoma","Indiana",681.412855799662
"Oregon","Indiana",1775.76651004082
"Pennsylvania","Indiana",452.45302011377
"Rhode Island","Indiana",781.054325485531
"South Carolina","Indiana",508.512699510085
"South Dakota","Indiana",780.499265649673
"Tennessee","Indiana",278.396550179277
"Texas","Indiana",933.998781945879
"Utah","Indiana",1351.02661171822
"Vermont","Indiana",756.868143266446
"Virginia","Indiana",433.360991252483
"Washington","Indiana",1773.20696363242
"West Virginia","Indiana",315.463371922022
"Wisconsin","Indiana",377.810070973972
"Wyoming","Indiana",1121.8035866527
"Alabama","Iowa",737.939866703059
"Alaska","Iowa",2740.60407015495
"Arizona","Iowa",1122.53953242303
"Arkansas","Iowa",498.605720953398
"California","Iowa",1420.10415250131
"Colorado","Iowa",668.354558074393
"Connecticut","Iowa",1069.54606829041
"Delaware","Iowa",968.833594980081
"District of Columbia","Iowa",893.675025405137
"Florida","Iowa",1115.09032994624
"Georgia","Iowa",852.832235825254
"Hawaii","Iowa",3918.99642501085
"Idaho","Iowa",1074.67691102905
"Illinois","Iowa",264.755948429309
"Indiana","Iowa",405.991549247031
"Iowa","Iowa",0
"Kansas","Iowa",357.195549751294
"Kentucky","Iowa",536.462849753508
"Louisiana","Iowa",763.450449824237
"Maine","Iowa",1230.554590856
"Maryland","Iowa",901.802654975799
"Massachusetts","Iowa",1110.62973069929
"Michigan","Iowa",437.120419128887
"Minnesota","Iowa",293.138354648092
"Mississippi","Iowa",677.384791442582
"Missouri","Iowa",262.365281502635
"Montana","Iowa",865.477593110028
"Nebraska","Iowa",327.295732017815
"Nevada","Iowa",1225.73963340838
"New Hampshire","Iowa",1114.79288040589
"New Jersey","Iowa",988.603716974082
"New Mexico","Iowa",864.865494882662
"New York","Iowa",917.833756582432
"North Carolina","Iowa",882.573264551128
"North Dakota","Iowa",504.885011607367
"Ohio","Iowa",571.052634415329
"Oklahoma","Iowa",496.554169521071
"Oregon","Iowa",1370.87965193438
"Pennsylvania","Iowa",817.667239737505
"Rhode Island","Iowa",1128.9049531015
"South Carolina","Iowa",886.855665006336
"South Dakota","Iowa",376.738573432339
"Tennessee","Iowa",575.752823238369
"Texas","Iowa",798.840609561024
"Utah","Iowa",971.541849340208
"Vermont","Iowa",1060.22786704449
"Virginia","Iowa",838.76992317186
"Washington","Iowa",1368.61946265744
"West Virginia","Iowa",718.750821854174
"Wisconsin","Iowa",249.14001659942
"Wyoming","Iowa",719.439272328376
"Alabama","Kansas",759.281796213065
"Alaska","Kansas",2797.73643341766
"Arizona","Kansas",794.53082444653
"Arkansas","Kansas",412.563327419577
"California","Kansas",1154.48694989339
"Colorado","Kansas",388.631507184525
"Connecticut","Kansas",1371.83590397655
"Delaware","Kansas",1233.00222094415
"District of Columbia","Kansas",1152.57837297297
"Florida","Kansas",1140.36558858624
"Georgia","Kansas",931.596330586275
"Hawaii","Kansas",3651.18964347148
"Idaho","Kansas",932.841138226776
"Illinois","Kansas",503.669170408045
"Indiana","Kansas",656.082822188956
"Iowa","Kansas",357.195549751294
"Kansas","Kansas",0
"Kentucky","Kansas",716.078989423492
"Louisiana","Kansas",627.1142342897
"Maine","Kansas",1564.90066089303
"Maryland","Kansas",1163.68701290118
"Massachusetts","Kansas",1420.00918730729
"Michigan","Kansas",784.166124069449
"Minnesota","Kansas",576.296533890423
"Mississippi","Kansas",630.437281642514
"Missouri","Kansas",321.432800636427
"Montana","Kansas",820.882878773079
"Nebraska","Kansas",223.020790115854
"Nevada","Kansas",983.626555067025
"New Hampshire","Kansas",1437.32821889954
"New Jersey","Kansas",1271.52713423018
"New Mexico","Kansas",514.405122670188
"New York","Kansas",1234.32910952748
"North Carolina","Kansas",1067.46776183665
"North Dakota","Kansas",627.163317320748
"Ohio","Kansas",842.345369485775
"Oklahoma","Kansas",206.210196242864
"Oregon","Kansas",1210.75983854845
"Pennsylvania","Kansas",1106.65913912002
"Rhode Island","Kansas",1432.46827239806
"South Carolina","Kansas",1024.78443723041
"South Dakota","Kansas",421.655653255075
"Tennessee","Kansas",687.678312133951
"Texas","Kansas",486.777336355234
"Utah","Kansas",717.901560845741
"Vermont","Kansas",1386.35870514434
"Virginia","Kansas",1065.69652785142
"Washington","Kansas",1269.95380135886
"West Virginia","Kansas",960.189336253891
"Wisconsin","Kansas",605.98299076609
"Wyoming","Kansas",572.314950610146
"Alabama","Kentucky",339.003070555922
"Alaska","Kentucky",3246.22637205773
"Arizona","Kentucky",1490.48120001489
"Arkansas","Kentucky",438.385010132393
"California","Kentucky",1870.51592532522
"Colorado","Kentucky",1103.26067613744
"Connecticut","Kentucky",727.227361197843
"Delaware","Kentucky",541.865396941448
"District of Columbia","Kentucky",460.621169784115
"Florida","Kentucky",635.448482001866
"Georgia","Kentucky",353.368329910734
"Hawaii","Kentucky",4365.81699358816
"Idaho","Kentucky",1594.38091253228
"Illinois","Kentucky",272.179974236439
"Indiana","Kentucky",171.143186023049
"Iowa","Kentucky",536.462849753508
"Kansas","Kentucky",716.078989423492
"Kentucky","Kentucky",0
"Louisiana","Kentucky",587.23509768268
"Maine","Kentucky",990.931206393535
"Maryland","Kentucky",474.182986625566
"Massachusetts","Kentucky",786.49317485721
"Michigan","Kentucky",470.096559640803
"Minnesota","Kentucky",760.377593506787
"Mississippi","Kentucky",412.84319110778
"Missouri","Kentucky",394.817267302363
"Montana","Kentucky",1401.06980950313
"Nebraska","Kentucky",820.732547136217
"Nevada","Kentucky",1695.75751048201
"New Hampshire","Kentucky",835.356710797784
"New Jersey","Kentucky",601.361187757648
"New Mexico","Kentucky",1183.54320914162
"New York","Kentucky",637.199035756536
"North Carolina","Kentucky",356.143288992841
"North Dakota","Kentucky",1030.30187609218
"Ohio","Kentucky",233.000122534905
"Oklahoma","Kentucky",690.804298439706
"Oregon","Kentucky",1887.11906622489
"Pennsylvania","Kentucky",463.790771261836
"Rhode Island","Kentucky",786.110542783559
"South Carolina","Kentucky",351.420192992345
"South Dakota","Kentucky",912.34998753846
"Tennessee","Kentucky",129.443390558918
"Texas","Kentucky",901.56657665174
"Utah","Kentucky",1430.9587139179
"Vermont","Kentucky",800.003041928852
"Virginia","Kentucky",354.106322048438
"Washington","Kentucky",1901.01025392571
"West Virginia","Kentucky",266.209848623811
"Wisconsin","Kentucky",546.904458760358
"Wyoming","Kentucky",1230.56856426968
"Alabama","Louisiana",325.7128066698
"Alaska","Louisiana",3423.46523606122
"Arizona","Louisiana",1165.18855401143
"Arkansas","Louisiana",264.851875631364
"California","Louisiana",1623.78840664495
"Colorado","Louisiana",941.188199292332
"Connecticut","Louisiana",1293.17876298982
"Delaware","Louisiana",1080.36167761203
"District of Columbia","Louisiana",1005.20924157884
"Florida","Louisiana",597.10257216272
"Georgia","Louisiana",514.426184802183
"Hawaii","Louisiana",4030.07796445879
"Idaho","Louisiana",1532.25112795576
"Illinois","Louisiana",638.301285488945
"Indiana","Louisiana",688.111378292516
"Iowa","Louisiana",763.450449824237
"Kansas","Louisiana",627.1142342897
"Kentucky","Louisiana",587.23509768268
"Louisiana","Louisiana",0
"Maine","Louisiana",1573.27960045582
"Maryland","Louisiana",1020.539859421
"Massachusetts","Louisiana",1355.67568855542
"Michigan","Louisiana",983.426115327051
"Minnesota","Louisiana",1056.5639329627
"Mississippi","Louisiana",178.706721226435
"Missouri","Louisiana",503.041345533904
"Montana","Louisiana",1447.45636731457
"Nebraska","Louisiana",842.010612517766
"Nevada","Louisiana",1499.64062162049
"New Hampshire","Louisiana",1414.18156527789
"New Jersey","Louisiana",1157.0281151131
"New Mexico","Louisiana",852.843666547627
"New York","Louisiana",1221.11089834488
"North Carolina","Louisiana",791.623124679502
"North Dakota","Louisiana",1216.12380208198
"Ohio","Louisiana",818.634311455437
"Oklahoma","Louisiana",445.020066237473
"Oregon","Louisiana",1789.38004718306
"Pennsylvania","Louisiana",1041.80624114835
"Rhode Island","Louisiana",1348.83460409771
"South Carolina","Louisiana",676.884280328406
"South Dakota","Louisiana",1025.32453081518
"Tennessee","Louisiana",463.83366955996
"Texas","Louisiana",434.830111248545
"Utah","Louisiana",1246.06697630958
"Vermont","Louisiana",1382.89325883223
"Virginia","Louisiana",872.288440444558
"Washington","Louisiana",1878.80560063906
"West Virginia","Louisiana",829.598784741692
"Wisconsin","Louisiana",941.212320790258
"Wyoming","Louisiana",1186.1823857579
"Alabama","Maine",1278.63585237346
"Alaska","Maine",3282.66516197301
"Arizona","Maine",2351.78560280115
"Arkansas","Maine",1417.78729672231
"California","Maine",2630.76136276933
"Colorado","Maine",1897.61722086447
"Connecticut","Maine",312.343924310325
"Delaware","Maine",544.821086610928
"District of Columbia","Maine",597.869654962527
"Florida","Maine",1361.92449736277
"Georgia","Maine",1160.4598615325
"Hawaii","Maine",5103.55773841685
"Idaho","Maine",2199.45544411425
"Illinois","Maine",1076.87079295969
"Indiana","Maine",944.687799294389
"Iowa","Maine",1230.554590856
"Kansas","Maine",1564.90066089303
"Kentucky","Maine",990.931206393535
"Louisiana","Maine",1573.27960045582
"Maine","Maine",0
"Maryland","Maine",582.507364889359
"Massachusetts","Maine",250.064132376766
"Michigan","Maine",795.827211229327
"Minnesota","Maine",1206.72527691478
"Mississippi","Maine",1395.22841465542
"Missouri","Maine",1286.01448629388
"Montana","Maine",1918.62035902817
"Nebraska","Maine",1549.51670520575
"Nevada","Maine",2425.88355873038
"New Hampshire","Maine",164.125363082974
"New Jersey","Maine",451.4541459721
"New Mexico","Maine",2078.43683489477
"New York","Maine",353.928372846219
"North Carolina","Maine",861.297899967859
"North Dakota","Maine",1488.53832071891
"Ohio","Maine",771.373478763109
"Oklahoma","Maine",1623.21776150384
"Oregon","Maine",2487.73965918422
"Pennsylvania","Maine",531.815493196688
"Rhode Island","Maine",280.174864305752
"South Carolina","Maine",1003.05721377644
"South Dakota","Maine",1512.36654987954
"Tennessee","Maine",1109.70321571646
"Texas","Maine",1876.71048408455
"Utah","Maine",2186.35624193749
"Vermont","Maine",190.94010534562
"Virginia","Maine",735.406541579786
"Washington","Maine",2407.25851857675
"West Virginia","Maine",746.298788038821
"Wisconsin","Maine",1015.20813164609
"Wyoming","Maine",1892.35166815261
"Alabama","Maryland",709.247969779475
"Alaska","Maryland",3416.54970929952
"Arizona","Maryland",1952.64552950936
"Arkansas","Maryland",910.859681754717
"California","Maryland",2307.62813142182
"Colorado","Maryland",1540.80716870382
"Connecticut","Maryland",278.150907573634
"Delaware","Maryland",69.3409100988838
"District of Columbia","Maryland",15.6556103148271
"Florida","Maryland",788.302904229673
"Georgia","Maryland",578.363168398146
"Hawaii","Maryland",4809.44452392093
"Idaho","Maryland",1971.87225724078
"Illinois","Maryland",665.512457913494
"Indiana","Maryland",510.471854402334
"Iowa","Maryland",901.802654975799
"Kansas","Maryland",1163.68701290118
"Kentucky","Maryland",474.182986625566
"Louisiana","Maryland",1020.539859421
"Maine","Maryland",582.507364889359
"Maryland","Maryland",0
"Massachusetts","Maryland",342.59977466624
"Michigan","Maryland",575.732795385014
"Minnesota","Maryland",1018.88186274851
"Mississippi","Maryland",842.314174037299
"Missouri","Maryland",847.115857985759
"Montana","Maryland",1736.94830022915
"Nebraska","Maryland",1223.64304322227
"Nevada","Maryland",2121.0870677875
"New Hampshire","Maryland",418.443125228947
"New Jersey","Maryland",137.503204429279
"New Mexico","Maryland",1651.20450998496
"New York","Maryland",277.026274863087
"North Carolina","Maryland",280.498375310598
"North Dakota","Maryland",1320.62004082934
"Ohio","Maryland",331.045354233677
"Oklahoma","Maryland",1162.31063397074
"Oregon","Maryland",2268.77049155728
"Pennsylvania","Maryland",136.703147538426
"Rhode Island","Maryland",330.108611751621
"South Carolina","Maryland",421.510619879498
"South Dakota","Maryland",1261.95632220064
"Tennessee","Maryland",569.547672360119
"Texas","Maryland",1372.66229788595
"Utah","Maryland",1860.97976291787
"Vermont","Maryland",406.609788824714
"Virginia","Maryland",154.142093127577
"Washington","Maryland",2246.02279977082
"West Virginia","Maryland",208.643628708046
"Wisconsin","Maryland",780.965978535781
"Wyoming","Maryland",1620.99164136136
"Alabama","Massachusetts",1049.97529280923
"Alaska","Massachusetts",3382.63411246696
"Arizona","Massachusetts",2214.33477248748
"Arkansas","Massachusetts",1223.16824963679
"California","Massachusetts",2529.91039516931
"Colorado","Massachusetts",1776.22303447219
"Connecticut","Massachusetts",64.6487428829082
"Delaware","Massachusetts",297.733362930697
"District of Columbia","Massachusetts",358.244562860633
"Florida","Massachusetts",1112.9315321166
"Georgia","Massachusetts",919.763127901284
"Hawaii","Massachusetts",5024.23175271193
"Idaho","Massachusetts",2138.22197814781
"Illinois","Massachusetts",918.113252699668
"Indiana","Massachusetts",772.174386744052
"Iowa","Massachusetts",1110.62973069929
"Kansas","Massachusetts",1420.00918730729
"Kentucky","Massachusetts",786.49317485721
"Louisiana","Massachusetts",1355.67568855542
"Maine","Massachusetts",250.064132376766
"Maryland","Massachusetts",342.59977466624
"Massachusetts","Massachusetts",0
"Michigan","Massachusetts",699.864737064543
"Minnesota","Massachusetts",1145.8417565286
"Mississippi","Massachusetts",1176.97197030352
"Missouri","Massachusetts",1120.44603934412
"Montana","Massachusetts",1874.46088057704
"Nebraska","Massachusetts",1437.428696731
"Nevada","Massachusetts",2332.10091164777
"New Hampshire","Massachusetts",98.7576814617492
"New Jersey","Massachusetts",206.511781169382
"New Mexico","Massachusetts",1926.24640630181
"New York","Massachusetts",195.545581312323
"North Carolina","Massachusetts",616.498152080618
"North Dakota","Massachusetts",1443.46946978294
"Ohio","Massachusetts",587.459051767096
"Oklahoma","Massachusetts",1451.96610818367
"Oregon","Massachusetts",2432.63053732679
"Pennsylvania","Massachusetts",324.735292326768
"Rhode Island","Massachusetts",42.30661098729
"South Carolina","Massachusetts",758.343352879122
"South Dakota","Massachusetts",1432.26135835395
"Tennessee","Massachusetts",896.387676224907
"Texas","Massachusetts",1686.2669631951
"Utah","Massachusetts",2081.58145230423
"Vermont","Massachusetts",132.186927641749
"Virginia","Massachusetts",496.728790332579
"Washington","Massachusetts",2376.83930287608
"West Virginia","Massachusetts",527.071630117242
"Wisconsin","Massachusetts",927.211361685597
"Wyoming","Massachusetts",1808.75004277507
"Alabama","Michigan",801.532788244949
"Alaska","Michigan",2860.14480460571
"Arizona","Michigan",1559.60368686284
"Arkansas","Michigan",751.684658997329
"California","Michigan",1839.3208255513
"Colorado","Michigan",1102.02387700918
"Connecticut","Michigan",668.928717366471
"Delaware","Michigan",631.252902330721
"District of Columbia","Michigan",573.691664915556
"Florida","Michigan",1095.94620092107
"Georgia","Michigan",814.326134361869
"Hawaii","Michigan",4326.66301414865
"Idaho","Michigan",1439.1071360353
"Illinois","Michigan",354.94082392218
"Indiana","Michigan",310.547254197238
"Iowa","Michigan",437.120419128887
"Kansas","Michigan",784.166124069449
"Kentucky","Michigan",470.096559640803
"Louisiana","Michigan",983.426115327051
"Maine","Michigan",795.827211229327
"Maryland","Michigan",575.732795385014
"Massachusetts","Michigan",699.864737064543
"Michigan","Michigan",0
"Minnesota","Michigan",453.23518899415
"Mississippi","Michigan",833.070590862501
"Missouri","Michigan",552.007442030002
"Montana","Michigan",1182.1385950251
"Nebraska","Michigan",753.73550568236
"Nevada","Michigan",1637.63140268048
"New Hampshire","Michigan",689.765342521804
"New Jersey","Michigan",620.003579904899
"New Mexico","Michigan",1297.69560772113
"New York","Michigan",504.364599627759
"North Carolina","Michigan",685.177868914432
"North Dakota","Michigan",755.591900613156
"Ohio","Michigan",310.617759898099
"Oklahoma","Michigan",879.48223873273
"Oregon","Michigan",1734.27538415003
"Pennsylvania","Michigan",455.652550037501
"Rhode Island","Michigan",724.625899110179
"South Carolina","Michigan",758.93054169045
"South Dakota","Michigan",732.506553568741
"Tennessee","Michigan",587.782020360582
"Texas","Michigan",1165.62603574219
"Utah","Michigan",1392.8953246423
"Vermont","Michigan",632.586061535773
"Virginia","Michigan",582.262929144319
"Washington","Michigan",1689.00743987671
"West Virginia","Michigan",465.37372196295
"Wisconsin","Michigan",227.359255693888
"Wyoming","Michigan",1110.04860844098
"Alabama","Minnesota",1012.30752584509
"Alaska","Minnesota",2486.02385486218
"Arizona","Minnesota",1230.82876726796
"Arkansas","Minnesota",791.730470399612
"California","Minnesota",1436.05209959543
"Colorado","Minnesota",760.902077119965
"Connecticut","Minnesota",1119.27950282713
"Delaware","Minnesota",1078.51170756992
"District of Columbia","Minnesota",1014.82859144117
"Florida","Minnesota",1377.17861840205
"Georgia","Minnesota",1103.42224268764
"Hawaii","Minnesota",3896.95148761154
"Idaho","Minnesota",995.593833686303
"Illinois","Minnesota",501.881195493311
"Indiana","Minnesota",598.683287499663
"Iowa","Minnesota",293.138354648092
"Kansas","Minnesota",576.296533890423
"Kentucky","Minnesota",760.377593506787
"Louisiana","Minnesota",1056.5639329627
"Maine","Minnesota",1206.72527691478
"Maryland","Minnesota",1018.88186274851
"Massachusetts","Minnesota",1145.8417565286
"Michigan","Minnesota",453.23518899415
"Minnesota","Minnesota",0
"Mississippi","Minnesota",966.248162591524
"Missouri","Minnesota",555.014569189256
"Montana","Minnesota",729.651903156928
"Nebraska","Minnesota",426.756217522713
"Nevada","Minnesota",1226.67826379652
"New Hampshire","Minnesota",1124.0825645156
"New Jersey","Minnesota",1072.72667557119
"New Mexico","Minnesota",1027.01483561738
"New York","Minnesota",951.696614568628
"North Carolina","Minnesota",1072.4440125605
"North Dakota","Minnesota",302.752069150122
"Ohio","Minnesota",711.793017058804
"Oklahoma","Minnesota",756.251439198991
"Oregon","Minnesota",1288.00488585964
"Pennsylvania","Minnesota",906.200154966399
"Rhode Island","Minnesota",1173.28279798856
"South Carolina","Minnesota",1106.95012564934
"South Dakota","Minnesota",314.811924202019
"Tennessee","Minnesota",829.579423239299
"Texas","Minnesota",1056.02670796823
"Utah","Minnesota",1002.45670078246
"Vermont","Minnesota",1064.53090833111
"Virginia","Minnesota",997.108853258834
"Washington","Minnesota",1235.81031832106
"West Virginia","Minnesota",873.765104356731
"Wisconsin","Minnesota",238.690781155946
"Wyoming","Minnesota",690.289562626673
"Alabama","Mississippi",165.334408519324
"Alaska","Mississippi",3394.03781059112
"Arizona","Mississippi",1271.68654467935
"Arkansas","Mississippi",218.135776318978
"California","Mississippi",1711.55033704112
"Colorado","Mississippi",988.294451430753
"Connecticut","Mississippi",1114.50600457268
"Delaware","Mississippi",902.732071284903
"District of Columbia","Mississippi",827.031972516153
"Florida","Mississippi",514.262948336738
"Georgia","Mississippi",362.761739417636
"Hawaii","Mississippi",4154.12599067093
"Idaho","Mississippi",1561.50927267152
"Illinois","Mississippi",504.393605365091
"Indiana","Mississippi",528.350873853394
"Iowa","Mississippi",677.384791442582
"Kansas","Mississippi",630.437281642514
"Kentucky","Mississippi",412.84319110778
"Louisiana","Mississippi",178.706721226435
"Maine","Mississippi",1395.22841465542
"Maryland","Mississippi",842.314174037299
"Massachusetts","Mississippi",1176.97197030352
"Michigan","Mississippi",833.070590862501
"Minnesota","Mississippi",966.248162591524
"Mississippi","Mississippi",0
"Missouri","Mississippi",418.083037862188
"Montana","Mississippi",1441.67411594027
"Nebraska","Mississippi",824.034348138085
"Nevada","Mississippi",1570.17375934742
"New Hampshire","Mississippi",1235.7630969357
"New Jersey","Mississippi",978.597636545532
"New Mexico","Mississippi",954.618476668984
"New York","Mississippi",1043.59242066548
"North Carolina","Mississippi",619.969514808898
"North Dakota","Mississippi",1162.72119787734
"Ohio","Mississippi",645.584583791432
"Oklahoma","Mississippi",489.430401408975
"Oregon","Mississippi",1833.11408813215
"Pennsylvania","Mississippi",863.563717349562
"Rhode Island","Mississippi",1170.26737965417
"South Carolina","Mississippi",513.77405755419
"South Dakota","Mississippi",987.536578720464
"Tennessee","Mississippi",286.847422805712
"Texas","Mississippi",573.141296849987
"Utah","Mississippi",1308.83232514302
"Vermont","Mississippi",1205.03092743717
"Virginia","Mississippi",694.982656077599
"Washington","Mississippi",1900.38196666029
"West Virginia","Mississippi",650.965725410429
"Wisconsin","Mississippi",820.198218517397
"Wyoming","Mississippi",1202.73590973147
"Alabama","Missouri",498.158288130342
"Alaska","Missouri",2982.58736769342
"Arizona","Missouri",1105.56675481156
"Arkansas","Missouri",238.775426062651
"California","Missouri",1475.72509588393
"Colorado","Missouri",708.545102333487
"Connecticut","Missouri",1068.52619475648
"Delaware","Missouri",916.430358585145
"District of Columbia","Missouri",835.415083719384
"Florida","Missouri",883.847445420381
"Georgia","Missouri",642.534316732394
"Hawaii","Missouri",3972.33806403283
"Idaho","Missouri",1219.42496098202
"Illinois","Missouri",210.120031522656
"Indiana","Missouri",348.319118289039
"Iowa","Missouri",262.365281502635
"Kansas","Missouri",321.432800636427
"Kentucky","Missouri",394.817267302363
"Louisiana","Missouri",503.041345533904
"Maine","Missouri",1286.01448629388
"Maryland","Missouri",847.115857985759
"Massachusetts","Missouri",1120.44603934412
"Michigan","Missouri",552.007442030002
"Minnesota","Missouri",555.014569189256
"Mississippi","Missouri",418.083037862188
"Missouri","Missouri",0
"Montana","Missouri",1056.87220479412
"Nebraska","Missouri",446.951061218327
"Nevada","Missouri",1301.88903730526
"New Hampshire","Missouri",1147.60660669959
"New Jersey","Missouri",960.334130622563
"New Mexico","Missouri",807.563030825901
"New York","Missouri",942.57655800766
"North Carolina","Missouri",747.929051899668
"North Dakota","Missouri",746.852930778957
"Ohio","Missouri",534.364699173558
"Oklahoma","Missouri",337.660330411849
"Oregon","Missouri",1507.43250093878
"Pennsylvania","Missouri",800.190837151396
"Rhode Island","Missouri",1129.23519157897
"South Carolina","Missouri",714.689573575084
"South Dakota","Missouri",582.075003013331
"Tennessee","Missouri",378.667030778494
"Texas","Missouri",613.833344979091
"Utah","Missouri",1036.70987205974
"Vermont","Missouri",1100.73125391685
"Virginia","Missouri",744.639975307876
"Washington","Missouri",1540.79019188989
"West Virginia","Missouri",641.385530408393
"Wisconsin","Missouri",450.982031673987
"Wyoming","Missouri",853.532443456526
"Alabama","Montana",1551.08001501076
"Alaska","Montana",1985.73530016159
"Arizona","Montana",888.052485941954
"Arkansas","Montana",1224.648202165
"California","Montana",846.718810979835
"Colorado","Montana",593.099944928251
"Connecticut","Montana",1848.88283952926
"Delaware","Montana",1799.5316710244
"District of Columbia","Montana",1731.36803024897
"Florida","Montana",1937.80498996295
"Georgia","Montana",1697.851504227
"Hawaii","Montana",3195.93366709618
"Idaho","Montana",304.667496406053
"Illinois","Montana",1130.14473898686
"Indiana","Montana",1267.62329413378
"Iowa","Montana",865.477593110028
"Kansas","Montana",820.882878773079
"Kentucky","Montana",1401.06980950313
"Louisiana","Montana",1447.45636731457
"Maine","Montana",1918.62035902817
"Maryland","Montana",1736.94830022915
"Massachusetts","Montana",1874.46088057704
"Michigan","Montana",1182.1385950251
"Minnesota","Montana",729.651903156928
"Mississippi","Montana",1441.67411594027
"Missouri","Montana",1056.87220479412
"Montana","Montana",0
"Nebraska","Montana",618.078042613188
"Nevada","Montana",639.11329587363
"New Hampshire","Montana",1848.42976654333
"New Jersey","Montana",1799.7441572748
"New Mexico","Montana",891.684539468538
"New York","Montana",1680.92724122839
"North Carolina","Montana",1747.48398751505
"North Dakota","Montana",431.827059828439
"Ohio","Montana",1415.47590259356
"Oklahoma","Montana",1009.75650029227
"Oregon","Montana",572.063329432892
"Pennsylvania","Montana",1631.21867511741
"Rhode Island","Montana",1902.58096708914
"South Carolina","Montana",1749.57666456704
"South Dakota","Montana",488.817374870219
"Tennessee","Montana",1426.03137716095
"Texas","Montana",1205.79967342198
"Utah","Montana",544.561534832692
"Vermont","Montana",1788.33210707561
"Virginia","Montana",1695.17326355669
"Washington","Montana",509.074660001306
"West Virginia","Montana",1572.51258201017
"Wisconsin","Montana",960.112914646751
"Wyoming","Montana",298.102323318793
"Alabama","Nebraska",934.588851108412
"Alaska","Nebraska",2581.68651623078
"Arizona","Nebraska",818.040327924843
"Arkansas","Nebraska",607.844934069185
"California","Nebraska",1092.83832812582
"Colorado","Nebraska",350.848429978551
"Connecticut","Nebraska",1396.80921062143
"Delaware","Nebraska",1291.52508666976
"District of Columbia","Nebraska",1214.73370891988
"Florida","Nebraska",1321.05012184179
"Georgia","Nebraska",1089.02549742421
"Hawaii","Nebraska",3592.0310264784
"Idaho","Nebraska",774.93530965356
"Illinois","Nebraska",564.965076161783
"Indiana","Nebraska",717.734810910018
"Iowa","Nebraska",327.295732017815
"Kansas","Nebraska",223.020790115854
"Kentucky","Nebraska",820.732547136217
"Louisiana","Nebraska",842.010612517766
"Maine","Nebraska",1549.51670520575
"Maryland","Nebraska",1223.64304322227
"Massachusetts","Nebraska",1437.428696731
"Michigan","Nebraska",753.73550568236
"Minnesota","Nebraska",426.756217522713
"Mississippi","Nebraska",824.034348138085
"Missouri","Nebraska",446.951061218327
"Montana","Nebraska",618.078042613188
"Nebraska","Nebraska",0
"Nevada","Nebraska",899.158591688664
"New Hampshire","Nebraska",1439.13282671958
"New Jersey","Nebraska",1314.69692657147
"New Mexico","Nebraska",600.297610285907
"New York","Nebraska",1244.03017684161
"North Carolina","Nebraska",1176.43073125433
"North Dakota","Nebraska",409.571404244898
"Ohio","Nebraska",892.723064537079
"Oklahoma","Nebraska",428.789079057346
"Oregon","Nebraska",1066.45663552051
"Pennsylvania","Nebraska",1144.09159927294
"Rhode Island","Nebraska",1456.10102820161
"South Carolina","Nebraska",1157.52529634228
"South Dakota","Nebraska",201.820293107632
"Tennessee","Nebraska",824.284069804383
"Texas","Nebraska",694.290022821924
"Utah","Nebraska",644.303346156978
"Vermont","Nebraska",1383.60206387374
"Virginia","Nebraska",1149.41782632722
"Washington","Nebraska",1093.96796136992
"West Virginia","Nebraska",1033.18448793874
"Wisconsin","Nebraska",539.307473672531
"Wyoming","Nebraska",409.985855332669
"Alabama","Nevada",1719.88813329974
"Alaska","Nevada",2238.4824796238
"Arizona","Nevada",444.202075304224
"Arkansas","Nevada",1366.01722822368
"California","Nevada",213.785399217516
"Colorado","Nevada",595.282565878692
"Connecticut","Nevada",2293.72421645225
"Delaware","Nevada",2189.39211873913
"District of Columbia","Nevada",2111.6968887195
"Florida","Nevada",2081.51729711252
"Georgia","Nevada",1904.47983718385
"Hawaii","Nevada",2693.39638117101
"Idaho","Nevada",361.876745717086
"Illinois","Nevada",1457.41305261123
"Indiana","Nevada",1612.11235972364
"Iowa","Nevada",1225.73963340838
"Kansas","Nevada",983.626555067025
"Kentucky","Nevada",1695.75751048201
"Louisiana","Nevada",1499.64062162049
"Maine","Nevada",2425.88355873038
"Maryland","Nevada",2121.0870677875
"Massachusetts","Nevada",2332.10091164777
"Michigan","Nevada",1637.63140268048
"Minnesota","Nevada",1226.67826379652
"Mississippi","Nevada",1570.17375934742
"Missouri","Nevada",1301.88903730526
"Montana","Nevada",639.11329587363
"Nebraska","Nevada",899.158591688664
"Nevada","Nevada",0
"New Hampshire","Nevada",2327.39207145939
"New Jersey","Nevada",2213.85409900551
"New Mexico","Nevada",673.731026972274
"New York","Nevada",2137.36421189403
"North Carolina","Nevada",2049.80652067051
"North Dakota","Nevada",985.146885257076
"Ohio","Nevada",1790.7146332328
"Oklahoma","Nevada",1080.93736552605
"Oregon","Nevada",377.160775812304
"Pennsylvania","Nevada",2043.19213536724
"Rhode Island","Nevada",2352.46989868065
